396,for it to acquire fcc licenses sprint in compliance with section 310b of communications act all rules regulations or policies of fcc promulgated thereunder with respect to alien
397,if any which requires this agreement to construed against
398,that such receipt would not in material compliance with such laws
399,as it has deemed necessary of to receive answers from representatives of company concerning terms conditions of offering of notes merits risks of investing in notes ii access to information other than nonpublic information about company subsidiaries their respective financial condition results of operations business properties management prospects sufficient to enable it to evaluate its investment iii opportunity to obtain such additional information that company possesses or can acquire without unreasonable effort or expense that necessary to make an informed investment decision with respect to investment neither such inquiries nor any other investigation conducted by or on behalf of such investor or its representatives or counsel shall modify amend or affect such investor ’s right to rely on truth accuracy completeness of disclosure materials company ’s representations warranties contained in transaction documents such investor acknowledges receipt of copies of sec
400,of purchase
401,of its respective successors assigns
402,as defined below
403,that any action in connection with this agreement shall brought maintained in state or federal courts that are seated in city county in which real property located parties hereby consent agree to jurisdiction of such
404,that executive has returned to company all property or data of company of any type whatsoever that has been in executive ’s possession custody or
405,of which are incorporated herein by
406,against whom enforcement
407,of which together shall constitute single
408,with appropriate
409,whether when there has been termination cause of such termination shall determined in sole discretion of committee nothing in this agreement shall interfere with or limit in any way right of company its subsidiaries or affiliates to terminate participant ’s employment or service at any time for any reason with or without
410,whether you have executed not revoked release or remain an employee of company its affiliated through termination
411,that any payment in respect of an unrestricted subsidiary shall count as an investment under section87 t eiany issuances of securities or other payments awards or grants in cash securities or otherwise pursuant to or funding of employment agreements stock options stock ownership plans approved by borrower ’s board of directors iiany repurchases of any issuances awards or grants issued pursuant to clause i in each case to extent permitted by section86 femployment arrangements entered into in ordinary course of business between borrower or any restricted subsidiary any employee thereof gany restricted payment permitted by section86 hthe acquisition ipledges of capital stock of an unrestricted subsidiary to secure indebtedness of such unrestricted subsidiary jthe provision of cash collateral permitted under section83aa payments distributions of amounts therefrom ktransactions contemplated by any permitted foreign receivables facility documents lany permitted
412,that covenants are reasonable valid in all
413,as may necessary to continue its business at cost that would not have material adverse effect upon written request company provide to buyer true correct copies of all policies relating to directors ’ officers ’ liability coverage errors omissions coverage commercial general liability
414,that on or after amendment no 9 effective date either borrowers andor additional borrowers incur incremental facilities pursuant to section 214ax in an aggregate amount in excess of 250 million or b borrower andor its restricted subsidiaries make restricted payments pursuant to section 805j in an aggregate amount at any time outstanding in excess of 50 million foregoing maximum first lien net leverage ratio x shall automatically permanently reduced to 400 to 100 y shall required to tested i on pro forma basis immediately upon occurrence of either of events described in clauses b above ii as of last day of each fiscal quarter of psp ending
415,if
416,
417,as provided in section204f shall remitted by administrative agent to issuing
418,to an amount less than
419,of such due
420,if enough trustees have withdrawn from meeting to leave less than quorum but meeting not adjourned action of majority of trustees still present at such meeting shall action of board of trustees unless concurrence of greater proportion required for such action by applicable law or declaration of
421,in this
422,if after giving effect to such issuance lc obligations would exceed lc sublimit or b revolving credit outstandings would exceed revolving credit
423,in any other manner permitted by
424,of which to obtain shall not have material adverse
425,of this agreement shall
426,that following shall not prohibited hereby aany arrangement or other transaction with an affiliate which are on terms conditions as favorable to parent or such restricted subsidiary taken as whole for any particular transaction as those which would obtained in comparable arm ’s length transaction with person not an affiliate barrangements entered in ordinary course of business with officers of parent ccustomary fees paid to members of board of directors of parent dany all transactions to undertaken between parent any of its restricted subsidiaries or between restricted subsidiaries etransactions otherwise expressly permitted
427,as updated from time to time in accordance with this agreement true accurate as of date hereof as of date any such update
428,as
429,of this
430,in credit
431,as specifically set forth herein with respect to i acceptance by administrative agent of this guaranty or any of loan documents ii provisions of any of loan documents or any other instrument or agreement relating to guaranteed obligations iii any default in connection with guaranteed
432,as explicitly modified by this
433,that it incapable of receiving notices under such article by electronic communication administrative agent or borrower may in its discretion agree to accept notices other communications to it hereunder by electronic communications pursuant to procedures approved by it provided that approval of such procedures may limited to particular notices or
434,as may
435,except to extent otherwise expressly agreed by affected parties no change hereunder from defaulting lender to lender constitute waiver or release of any claim of any party hereunder arising from that lender ’s having been defaulting
436,if executive voluntarily leaves company ’s employ without
437,as set forth in signature page of this indenture issuer does not have any trade names fictitious names assumed names or
438,after all events of default have been cured or waived to secure lc exposure other secured obligations borrowers subsidiary guarantors hereby grant security interest to collateral agent in any cash collateral deposited with collateral agent including lc
439,after party ’s initial written request for resolution shall resolved by final binding arbitration administered by jams
440,to section
441,as they come due had have adequate capital to conduct its
442,than as result of executive ’s violation of this section8
443,at any
444,at any
445,of tenant shall prepare an annual estimate
446,of company
447,if at any time company grants issues or sells any options convertible securities or rights to purchase stock warrants securities or other property pro rata to record holders of any class of common stock
448,of time sellers have synthetic equity interest such synthetic equity interest
449,whether or not such maximum stated amount in effect at such
450,of nor may any provision hereof enforced by any other person or
451,of matters to which they
452,that value of company car imputed income to executive executive shall responsible for payment of all applicable taxes t he company pay to neo grossedup amount equal to tax on imputed income incurred by
453,of plan shall
454,if aggregate commitments are increased in accordance with this section administrative agent company shall determine effective date
455,than wells drilled in respect of such proved producing oil gas properties that have been subsequently disposed of in accordance with terms of this agreement are capable of are presently either producing hydrocarbons in commercially profitable quantities or in process of being worked over or enhanced credit party that owns such proved producing oil gas properties currently receiving payments for its share of production with no funds in respect of any thereof being presently held in suspense other than any such funds being held in suspense pending delivery of appropriate division orders all pipelines wells gas processing plants platforms other material improvements fixtures equipment owned in whole or in part by borrower or any restricted subsidiary that are necessary to conduct normal operations are being maintained in state adequate to conduct normal operations with respect to such of foregoing which are operated by borrower or any restricted subsidiary in manner consistent with past practices of borrower restricted subsidiaries other than those failure of which to maintain in accordance with this section 319 could not reasonably expected to have material adverse
456,whether imposed by statute ruleof court or otherwise with respect to personal jurisdiction or service of
457,as you know each of mssf mufg td mizuho full service securities firm engaged either directly or indirectly through its affiliates in various activities including securities trading investment management financing brokerage activities financial planning benefits counseling for both companies individuals in ordinary course of these activities mssf mufg td mizuho or their respective affiliates may actively trade debt equity securities or related derivative securities of borrower or other companies which may subject of arrangements contemplated by this commitment letter for their own account for accounts of their customers may at any time hold long short positions in such securities mssf mufg td mizuho or their respective affiliates may also coinvest with make direct investments in invest or coinvest client monies in or with funds or other investment vehicles managed by other parties such funds or other investment vehicles may trade or make investments in securities or other debt obligations of borrower or other companies which may subject of arrangements contemplated by this commitment
458,
459,as initial term
460,until paid bear interest at rate applicable to principal hereunder including default rate shall secured by collateral other loan
461,in designated
462,if they were original
463,as would not individually or in aggregate have material adverse effect all consents authorizations orders filings registrations which company required to obtain pursuant to preceding sentence have been obtained or effected on or prior to date hereof company not in violation of listing requirements of otc markets exchange
464,of any unmatured default or of any event that would constitute material adverse
465,after execution delivery
466,as to one or more but less than all claims issues or matters in such proceeding willis us shall indemnify indemnitee against all expenses actually reasonably incurred by him or on his behalf in connection with aeach successfully resolved claim issue or matter bany claim issue or matter related to any such successfully resolved claim issue or matter for purposes of this section without limitation termination of any claim issue or matter in such proceeding by dismissal with or without prejudice shall deemed to successful result as to such claim issue or matter this provision in addition to not by way of limitation of any other rights of indemnitee
467,to
468,as may required pursuant to plan or this agreement to execute such documents as company or such representatives deem necessary or advisable in connection with any such
469,of this agreement lender agrees to make borrower agrees to borrow repay loan
470,as set forth in this
471,as to specific matters which are subject of this amendment terms conditions of this amendment shall control this amendment shall construed to part of purchase agreement shall deemed incorporated in purchase agreement by this
472,that liability casualty insurance meeting requirements set forth in section606 in effect with respect to each applicable railcar to added to portfolio on such funding
473,of
474,if change in law giving rise to such increased costs or reductions retroactive then sixmonth period referred to above shall extended to include period of retroactive effect
475,as amended by title iii of uniting strengthening america by providing appropriate tools required to intercept obstruct terrorism act of 2001 usa patriot act collectively
476,with respect to clauseband this clausec where failure to qualified or in good standing could not reasonably expected to have material adverse
477,whether pursuant to final judgment settlement or agreement among parties
478,under any other loan document engagement letter agent fee
479,as administrative agent or any lender shall have reasonably
480,if such invalid or unenforceable provision were
481,of company
482,to company ’s holiday
483,if prior to expiration of term executive experiences termination of employment due to one of following events an involuntary termination by employer without cause pursuant to section 41a2 b resignation by executive for good reason pursuant to section 41b2 c death pursuant to section 41f or d disability pursuant to section 41c then upon such termination of employment employer pay severance to executive in an amount equal to two million dollars 2000000 with such amount payable in lump sum on date determined by employer but in no event later than sixty 60 days following effective date of executive ’s termination of
484,of
485,unless context otherwise requires used in singular or plural depending on reference use herein of words
486,as specifically approved by board shall not engage in any other business activity or have any other business
487,that there are no restrictions covenants agreements or limitations on his right or ability to enter into perform terms of this
488,as received from such lender to such lender without
489,as any default under section601ashall have occurred continuing outstanding principal amount of advance with respect to which such default has occurred continuing shall bear interest at rate per annum equal to sum of two percent 2 plus interest rate otherwise applicable hereunder to such principal amount in effect from time to
490,as modified hereby this second revolving refinancing amendment shall constitute
491,if i revoke this release via facsimile i agree that my facsimile signature valid binding for all
492,as provided in section 33 section 7 each unit represents right to receive on date determined in accordance with grant notice this agreement one 1 share of
493,that revolving loans lc advances of each revolving lender shall not exceed its pro rata share of revolving loans lc advances after giving effect to such termination or
494,as are set forth in appendix to this award agreement
495,that such charitable andor other business activities do not violate section7 create conflict of interest or appearance of conflict of interest with company or linn energy or materially interfere with performance of his obligations to company or linn energy under this
496,of default
497,in this
498,than parties hereto their successors permitted assigns intended to beneficiary of this
499,as exhibit
500,if such lender were direct creditor of borrower in amount of such
501,of find common stock collectively
502,under this
503,with operative documents
504,of other loan
505,until such certificates are delivered or holder rescinds such conversion nothing herein shall limit holder ’s right to pursue actual damages or declare an event of default pursuant to section 7 hereof for company ’s failure to deliver conversion shares within period specified herein holder shall have right to pursue all remedies available to it hereunder at law or in equity including without limitation decree of specific performance andor injunctive relief exercise of any such rights shall not prohibit holder from seeking to enforce damages pursuant to any other section hereof or under applicable
506,if it has not responded within requested time period shall deemed to have declined to increase its
507,that all restrictive covenants in existence in his february 2009 employment agreement with company previously executed between company contractor remain in full force effect during term of for two years after expiration or termination of this
508,as general counsel you report to jack dorsey by signing this letter you confirm with company that you are under no contractual or other legal obligations that would prohibit or restrict you from performing your duties with
509,of credit
510,as to which administrative agent may
511,as otherwise permitted under terms of this section receiving party not use such confidential information for any purpose other in connection with performance under this contract disclose confidential information only to those of its representatives whom receiving party considers to have need to know confidential information for purposes of performing under this contract each of whom shall informed of confidential nature of confidential information shall agree to comply with terms substantially similar to this section receiving party agrees to responsible for any breach of this section by its
512,as shall necessary to effect issuance of all of seller conversion shares due upon conversion of seller preferred
513,of nsm andor
514,whether any action in question including any untrue or alleged untrue statement of material fact or omission or alleged omission of material fact has been taken or made by or relates to information supplied by such indemnifying party or indemnified party parties ’ relative intent knowledge access to information opportunity to correct or prevent such action statement or omission amount paid or payable by party as result of any losses shall deemed to include subject to limitations set forth in this agreement any reasonable attorneys
515,that executive satisfies eligibility requirements of such plans or programs including without limitation minimum hours worked subject to applicable law terms conditions of such plans or programs provided however that company may amend modify or terminate any such plans or programs at any time in its discretion during term of employment executive shall entitled to 200 hours of paid time off per calendar year prorated for partial years subject to company ’s paid time off policy as in effect from time to
516,to original
517,to time reasonably
518,after disbursement date continuing on each interest payment date thereafter until maturity
519,as case may
520,though such payments had not been
521,as set forth in section 63 or section 64 as
522,if company exercises its right to prepay note company shall make payment to holder of an amount in cash equal to sum of then outstanding principal amount of this note interest multiplied by 130 holder may continue to convert note from date notice of prepayment given until date of
523,as may contested in good faith by appropriate
524,unless expressly so authorized in writing by other
525,to this
526,of each
527,with respect to borrower management
528,under applicable
529,for legal or administrative reasons to require employee to sign any additional agreements or undertakings that may necessary to accomplish
530,of company not impose personal liability upon holder
531,with or without c
532,that such rate not published regularly by wall street journal or successor publication thereto parties shall agree on an alternative similar
533,as amended by this amendment all terms covenants provisions of master repurchase agreement are ratified confirmed shall remain in full force effect in addition any all guaranties indemnities for benefit of buyer including without limitation parent guaranty indemnity agreements subordinating rights liens to rights liens of buyer are hereby ratified confirmed shall not released diminished impaired reduced or adversely affected by this amendment each party indemnifying buyer each party subordinating any right or lien to rights liens of buyer hereby consents acknowledges agrees to modifications set forth in this amendment waives any common law equitable statutory or other rights which such party might otherwise have as result of or in connection with this
534,of restricted stock units
535,that not business day date for payment shall extended to next succeeding business day in case of any payment accruing interest interest thereon shall payable for period of such extension all payments hereunder shall made in
536,as such schedule may amended from time to time sets forth under headings
537,of default has occurred
538,that such dividend equivalent right shall expire or forfeited or annulled under same conditions as such other award dividend equivalent right granted as component of another award may also contain terms conditions different from such other
539,as committee considers appropriate in
540,to forum energy technologies inc 2016 stock incentive plan
541,that each purchaser shall relying on foregoing covenant in effecting transactions in securities of
542,for any other purchaser to joined as an additional party in any proceeding for such
543,as set forth in this section 3d employee shall have no further rights to any compensation or any other benefits under this
544,of
545,until obligations have been paid in
546,after such issuance recordation delivery participant have all rights of shareholder of company with respect to such shares including without limitation right to receipt of dividends distributions on such
547,until its termination by board board may suspend or terminate plan at any time in its
548,if there conflict issuer servicer or administrator pay for reasonable fees expenses of separate counsel to arr indemnified person no settlement of proceeding may made without approval of issuer administrator arr indemnified person which approval not unreasonably withheld conditioned or
549,that notwithstanding first sentence of this section 33 in each commercial year oakwood shall permitted to deliver one 1 batch that subject to purchase order prior to delivery date therefor set forth in applicable purchase
550,as determined by weighted average rating by board of directors in an annual evaluation of risk appetite metrics in this area using 1 lowest to 5 highest point scale general risk categories are compliance business operations
551,with indenture any security
552,that circumstances giving rise to such suspension no longer exist shall have so notified administrative agent administrative agent shall have so notified
553,than permitted restricted
554,in collecting
555,to all guaranteed obligations whenever
556,as set forth in backup servicer account bank collateral custodian collateral administrator fee letter payable pursuant to extent of funds available therefor pursuant to provisions of section 204 account bank ’s entitlement to receive account bank fees shall cease on earlier to occur of i its removal as account bank pursuant to section 1405 ii its resignation as account bank pursuant to section 1407 or iii termination of this
557,as set forth in section 1202bv no lender or any affiliate of lender shall have any voting rights under any loan document as result of existence of obligations owed to it under any such swap
558,as provided in this
559,while this note outstanding companies or any subsidiary as applicable enters into without prior written consent of holder variable rate transaction involving sale or grant of any option to purchase or sells or grants any right to reprice or otherwise disposes of or issues or announces any sale grant or any option to purchase or other disposition any common stock or common stock equivalents entitling any person to acquire shares of common stock at determinable effective price per share that lower than then fixed conversion price such lower price
560,under such guaranty agreement that such consent
561,that incentive stock options granted to participant who owns or deemed to own by reason of attribution rules applicable under section 424d of code more than ten percent 10 of combined voting power of all classes of stock of company or of any subsidiary shall not exercisable more than five years after date such option granted each options term subject to earlier expiration pursuant to applicable provisions in plan award document notwithstanding foregoing administrator shall have authority to accelerate exercisability of any outstanding option at such time under such circumstances as administrator in its sole discretion deems
562,of purchased mortgage loans or other repurchase assets purported to covered
563,after written demand therefor for full amount of any indemnified taxes including indemnified taxes imposed or asserted on or attributable to amounts payable under this section 43c payable or paid by such recipient or required to withheld or deducted from payment to such recipient any reasonable expenses arising therefrom or with respect thereto such recipient shall provide certificate setting forth in reasonable detail basis of such indemnified tax amount of such payment or liability to borrower with copy to administrative agent together with documents evidencing
564,if no beneficiary survives participant administrator or executor of participant ’s estate any such transferee must furnish company with written notice of his or her status as transferee b evidence satisfactory to company to establish validity of transfer compliance with any laws or regulations pertaining to said
565,in any material agreement to which it party except where such default would not reasonably expected to have material adverse
566,as practicable following your timely execution of this agreement expiration of revocation period without your revocation first payment cover time period from day after your separation date until first practicable regularly scheduled pay date following your execution of agreement end of revocation period in no event payments made later than last day of second taxable year following your separation
567,of
568,against
569,with treasury regulation section
570,that any such review not necessarily result in an adjustment to executives base salary any change in executives base salary must approved by
571,after record date for determination of stockholders entitled to receive such dividend or distribution shall become effective immediately after effective date in case of subdivision combination or
572,as otherwise provided herein an interest period may continued only on last day
573,for shall not have any liability with respect to administration submission or any other matter related to rates in definition of
574,whether by company or another person completed pursuant to which holders of common stock are permitted to sell tender or exchange their shares for other securities cash or property has been accepted by holders of 50 or more of outstanding common stock iv company directly or indirectly in one or more related transactions effects any reclassification reorganization or recapitalization of common stock or any compulsory share exchange pursuant to which common stock effectively converted into or exchanged for other securities cash or property v company directly or indirectly in one or more related transactions consummates stock or share purchase agreement or other business combination including without limitation reorganization recapitalization spinoff or scheme of arrangement with another person whereby such other person acquires more than 50 of outstanding shares of common stock not including any shares of common stock held by other person or other persons making or party to or associated or affiliated with other persons making or party to such stock or share purchase agreement or other business combination each
575,as borrower in compliance with its obligations under this section 102 borrower shall not liable to any indemnified person under this section 102 for any settlement made by such indemnified person without borrower ’s
576,although obligations may unmatured rights of each lender under this section906 are in addition to other rights remedies including other rights of setoff that such lender may
577,unless otherwise indicatedwhenever words
578,if applicable in good standing or equivalent thereof under laws of its jurisdiction of incorporation or
579,that there shall exist defaulting lender immediately upon request of administrative agent an lc issuer or swingline lender borrowers shall deliver to administrative agent cash collateral in an amount sufficient to cover all fronting exposure after giving effect to section216a4 any cash collateral provided by defaulting
580,as he or she was providing services immediately prior to such
581,that borrower has not adopted accounting standard codification 825 for avoidance of doubt leases shall continue to classified accounted for on basis consistent with gaap as in effect on date hereof for all purposes of credit agreement notwithstanding any change in gaap related
582,with respect
583,if administrative agent shall at or before such time have taken necessary steps to make such payment in accordance with regulations or operating procedures of clearing or settlement system used by administrative agent to make such
584,that their relationships with their employees are good to knowledge of company no executive officer of company or any subsidiary or now expected to in violation of any material term of any employment contract confidentiality disclosure or proprietary information agreement or noncompetition agreement or any other contract or agreement or any restrictive covenant in favor of any third party continued employment of each such executive officer does not subject company or any of its subsidiaries to any liability with respect to any of foregoing matters company its subsidiaries are in compliance with all us federal state local foreign laws regulations relating to employment employment practices terms conditions of employment wages hours except where failure to in compliance could not individually or in aggregate reasonably expected to have material adverse
585,of executive ’s death or disability as hereafter
586,that such cash collateral was provided by borrowers such cash collateral shall remain subject to security interest granted pursuant to loan
587,if at option of holder holder advances any funds to borrower ’s transfer agent in order to process conversion such advanced funds shall paid by borrower to holder within fortyeight 48 hours of demand from
588,of
589,that my employment by company creates relationship of confidence trust with respect to any information or materials of confidential or secret nature that may made created or discovered by me or that may disclosed to me by company or third party in relation to business of company or to business of any parent subsidiary affiliate customer or supplier of company or any other party with whom company agrees to hold such information or materials in confidence
590,that monetary damages would not sufficient to compensate nonbreaching party for such harm in event of breach of these provisions by party nonbreaching parties may seek temporary permanent injunctive relief without necessity of proving actual damages or posting of bond as well as other equitable relief entitled to commence an action for any such relief in any court pursuant to section
591,of 331521700 term
592,if at any time company grants issues or sells any common stock equivalents or rights to purchase stock warrants securities or other property pro rata to record holders of any class of shares of common stock
593,of landlord tenant shall not deemed partnership or joint
594,that notwithstanding provisions of this agreement any limited partner obligated to return such money or property such obligation shall obligation of such limited partner not of general partner without limiting generality of foregoing deficit capital account of partner shall not deemed to liability of such partner nor an asset or property of
595,unless an election made pursuant to paragraph 5 below restricted stock units that have become vested pursuant to paragraph 3 shall redeemed by company on earliest of i service date ii change of control date or iii termination date date of redemption hereinafter referred to as
596,unless shareholder approval obtained before closing of such subsequent
597,of such new lender ’s revolving credit
598,if tax subject to indemnification giving rise to such refund had not been deducted withheld or otherwise imposed indemnification payments or additional amounts with respect to such tax had never been paid this paragraphg shall not construed to require administrative agent or any lender to make available its tax returns or any other information relating to its taxes which it deems confidential to borrower or any other
599,as exhibit employee has previously executed proprietary information agreement or agrees to execute orangehook s proprietary information agreement contemporaneously with execution of this agreement
600,except to extent specifically provided herein company ’s obligation to make payments provided for in this agreement otherwise to perform its obligations hereunder shall not affected by any setoff counterclaim recoupment defense or other claim right or action which company may have against executive or others payments under this agreement shall subject to company ’s incentive compensation recovery clawback policy attached as exhibit i deemed to incentive compensation for purposes of that policy in no event shall executive obligated to seek other employment or take any other action by way of mitigation of amounts payable to executive under any of provisions of this agreement company agrees to pay to full extent permitted by law all legal fees expenses which executive may reasonably incur as result of any contest regardless of outcome thereof by company or others of validity or enforceability of or liability under any provision of this agreement or any guarantee of performance thereof plus in each case
601,whether sounding in contract tort or equity or
602,without cause upon 14 days prior written
603,that none of pcg borrower nor any of their significant subsidiaries shall required to disclose any information which subject to attorneyclient privilege or attorney workproduct privilege properly asserted by applicable person to prevent loss of such privilege in connection with such information or which prevented from disclosure pursuant to confidentiality agreement with third
604,as seller deems advisable consistent with its past
605,once construction commences parties acknowledging that exercise of landlord ’s rights under this lease such as enforcement of tenant ’s lease covenants shall not deemed to
606,as set forth herein no person has any right to cause company or any subsidiary to effect registration under securities act of any securities of company or any
607,against any
608,until this note fully paid to convert any outstanding unpaid principal portion of this note at election of holder date of giving of such notice of conversion in accordance with section 23a being
609,that appraisal satisfies requirements of
610,that depending on participant ’s or participant ’s broker ’s country of residence or where shares are listed participant may subject to insider trading restrictions andor market abuse laws which may affect participant ’s ability to accept acquire sell otherwise dispose of shares or rights to shares or rights linked to value of shares eg phantom awards futures under plan during such times as participant considered to have
611,until such guarantor otherwise released from its obligations under this agreement in accordance with terms
612,under this
613,as they are approved in writing in advance by
614,that such information may included in disclosure documents in connection with securitization or syndication of participation interests including prospectus prospectus supplement offering memorandum private placement memorandum or similar document each
615,as amended shall sole responsibility of
616,as may otherwise provided in any written employment contract between indemnitee company or any of its subsidiaries or any other enterprise other applicable formal severance policies duly adopted by board or with respect to service as director of company by certificate of incorporation bylaws or
617,of collateral or on liens created hereunder or under working capital
618,that by law
619,as approved by committee or its delegate notwithstanding any provision in this agreement to contrary including section8 an amendment to plan that would materially adversely affect grantee ’s rights with respect to award of performance share units granted hereunder not effective with respect to such
620,of common
621,than
622,that instrument or security pursuant to which such partial liquidated damages or other amounts are due payable shall have been
623,if it determined by court of competent jurisdiction in any state that any restriction in this section 11 excessive in duration or scope or unreasonable or unenforceable under applicable law it intention of parties that such restriction may modified or amended by court to render it enforceable to maximum extent permitted by laws of that
624,as may set by companys board of directors from time to time which rent may different for owned aircraft netjets aircraft for those flight expenses that may charged in accordance with section 91501d of
625,as contemplated hereby exempt from registration requirements of 1933 act issuance sale of closing securities does not contravene rules regulations of
626,in which any officer director or any such employee has substantial interest or an officer director trustee or
627,as required or permitted by
628,in credit
629,of
630,to participant cash incentive award
631,with respect
632,unless otherwise specified references herein to applicable statutes or other laws are references to federal laws of united
633,that its investment in shares warrants involves significant degree of risk including risk of total loss of purchaser ’s investment purchaser has full cognizance of understands all of risk factors related to purchaser ’s purchase of shares
634,if participant ’s employment terminates as result of retirement after change in control participant shall paid accrued obligations in lump sum in cash in accordance with section 61 of plan participant shall entitled to any other benefits in accordance with their terms treatment of prior equity awards shall governed by terms of longterm incentive plan related award
635,as authorized
636,than permitted
637,whether or not similar nor shall such waiver constitute continuing
638,under
639,that any loan party may have against agent such other secured parties pursuant to release in form substance acceptable to agent
640,if there no closing termination
641,if any measured as of termination date regardless of any notice period
642,on facility termination
643,that in no event shall arrangement created hereby continue beyond expiration of 21 years from death of last survivor of descendants of joseph p kennedy late ambassador of united states to court of st james living on date
644,that this agreement terminate vcoc investors shall advise company when they collectively first cease to beneficially own any common stock or other securities of company into which such common stock may converted or for which such common stock may exchanged whereupon section33 hereof shall
645,that no such termination affect right of any party to sue for any breach by any other party or
646,under this trademark security
647,in applicable
648,if no rights of participant are reduced
649,under this patent security
650,of
651,if any all unvested rsus shall forfeited to company forthwith all rights of participant to such unvested rsus shall immediately terminate not extended by any notice period eg active services would not include any contractual notice period or any period of
652,that provisions of section 27 section 28 article iii shall survive such
653,of
654,of
655,under this patent security
656,unless otherwise requested by company executive agrees to resign immediately from all officer director positions he then holds with company its
657,of shareholder
658,as hereinafter defined or iii termination of chief business officer general counsel ’s consultancy for company other than for cause or iv change in control termination as hereinafter defined or v termination of chief business officer general counsel ’s consultancy by chief business officer general counsel without good reason as hereinafter defined or vi termination of chief business officer general counsel ’s consultancy by chief business officer general counsel for good
659,with 30 days
660,after award agreement issued grantee ’s right in all deferred stock awards that have not vested shall automatically terminate upon grantee ’s termination of employment or cessation of service relationship with company its subsidiaries for any
661,that this agreement to terminated upon receipt of such notice agent shall have no further right to originate instructions with respect to collateral or collateral account this agreement may not terminated by borrower without prior written consent of agent which consent shall given pursuant to section 1011 of security agreement this agreement may terminated by custodian shall terminate in event of termination of custodian agreement in each case following not less than thirty 30 days
662,that this agreement terminate provided that section33 section34 articlev shall survive any termination of this agreement in accordance with terms
663,until all obligations with respect thereto shall have been fully performed or fully satisfied or shall have been terminated in accordance with their terms notwithstanding preceding sentencethis section6 section10 shall survive any termination of this agreement nothing in this section6 shall relieve or otherwise limit any party of liability for breach of this
664,in any right to sue letter that issued by an
665,as to each shareholder mutual written consent of strike such shareholder b closing date following performance of obligations of parties required to performed on closing date c date of termination of transaction agreement in accordance with its terms termination of this agreement shall not prevent any party hereunder from seeking any remedies at law or in equity against another party or relieve such party from liability for such party ’s breach of any terms of this agreement notwithstanding anything to contrary herein provisions of article vi shall survive termination of this
666,before such change in control without consent of majority of participants including in case of deceased participant beneficiary or other person claiming through such deceased participant this subsection b not preclude merger of this plan into nonqualified deferred compensation plan maintained by successor to biogen idec provided that benefits rights of participants hereunder including this section 74 are preserved in such successor
667,after award agreement issued grantee ’s right in all restricted stock units that have not vested shall automatically terminate upon grantee ’s cessation of service relationship with company any subsidiary for any
668,that provisions of sections 410 411 712 713 shall not affected by any such
669,of trust
670,that nothing herein relieve any party from liability for any willful breach hereof prior to time of termination each party entitled to any remedies at law or in equity to recover losses liabilities or damages arising from such breach company shall promptly notify undersigned of termination of transaction agreement promptly after termination of such
671,whether such termination has occurred effective date of such
672,as provided in section28 iisection 31 of this agreement shall not terminatenothing herein shall relieve any party from any liability for breach of any of agreements set forth in this
673,as may necessary or proper to evidence termination of agent ’s security interest in collateral agent shall return to guarantor any collateral then in agent ’s
674,of this
675,to section
676,with section 616
677,if replacement guarantee does not expressly cover guarantor ’s obligations hereunder for period prior to such replacement guarantor ’s obligations hereunder shall remain in effect in respect of guarantor ’s obligations for period prior to such replacement or iv direct or indirect disposition of membership interests by lender or any agent therefor to third party in connection with or following any foreclosure by such lender or deed in lieu thereof pursuant to section303c of llc
678,if seller termination option occurs seller may upon five 5business days
679,under this
680,under trust
681,as otherwise provided herein this agreement shall survive termination of executive ’s employment with company shall remain in full force effect after such
682,once payment set forth in section 31 made this agreement including licenses releases dismissals in this agreement irrevocable nonterminable except by written agreement of all of
683,that effective on date hereof but subject to section13 hereof ithe additional warrants transaction shall automatically terminate all of respective rights obligations of parties under additional warrants confirmation shall terminated cancelled extinguished iithe number of warrants under base warrants transaction shall reduced to 172215 iiiin connection therewith company shall required to deliver to dealer number of shares equal to share settlement amount on delivery date pursuant to sections 3 4
684,after award issued grantee ’s right in all restricted stock units that have not vested shall automatically terminate upon grantee ’s termination of service relationship with company its subsidiaries for any
685,of this
686,in its sole discretion an
687,with
688,with
689,of business combination
690,if discharge date with respect to working capital obligations has
691,as defined in purchase agreement are hereby terminated with respect to first exchange note but remain in full force effect with respect to second exchange note all references in transaction documents to first exchange note shall hereafter deemed to references to second exchange
692,as otherwise specifically set forth herein rights obligations responsibilities of subservicer shall terminate without payment of any penalty or termination fee i upon later of final payment or other liquidation or any advance with respect thereto of last mortgage loan remittance of all funds due hereunder ii by mutual consent of subservicer master servicer in writing iii pursuant to section 502 of this agreement iv at option of any purchaser of one or more mortgage loans pursuant to pooling servicing agreement upon such purchase only with respect to such purchased mortgage loan or mortgage loans v upon mortgage loan becoming an reo loan only with respect to such mortgage loan or vi upon termination of pooling servicing
693,that executive ’s employment hereunder terminated certain capitalized terms used in this paragraph 7 in paragraph 8 hereof are defined in paragraph 7d
694,of company or any
695,under financing documents this agreement shall terminate agent shall promptly execute appropriate documents to evidence such
696,after award issued grantee ’s right in all restricted share units that have not vested shall automatically terminate upon grantee ’s termination of employment or cessation of service relationship with company its subsidiaries for any
697,under this copyright security
698,whether such termination has occurred effective date of such
699,if breach can not cured within 10 business days that party begin to correct breach within 10 business day period diligently commence curing of breach not later than 30 business days after expiration of 10 business day period or by closing date whichever first
