,type_relation,source,id,type_token,text
213,Condition triggering an action,token-cl3eecmzm018y296aqxo47vyj,token-cl3eecmzm018y296aqxo47vyj,triggering_condition_event,written consent
214,Condition triggering an action,token-cl3eeb6no018m296a73kz4fi4,token-cl3eeb6no018m296a73kz4fi4,time_sensitive_condition_phrase, the date that is seven (7) years after the date of this Agreement;
215,Condition triggering an action,token-cl4mqm3hw02c4356fi438hyms,token-cl4mqm3hw02c4356fi438hyms,triggering_condition_phrase,"when they collectively first cease to beneficially own any of the Company’s Common Stock or other securities of the Company into which such shares of Common Stock may be converted or for which such shares of Common Stock may be exchanged,"
216,Condition triggering an action,token-cl4mql5yt02bp356fh1kaxl3h,token-cl4mql5yt02bp356fh1kaxl3h,triggering_condition_phrase,on the earlier to occur of (i) such time as the Blackstone Designator is no longer entitled to designate a Director pursuant to Section 2.1(a) and (ii) the delivery of a written notice by the Blackstone Designator to the Company requesting that this Agreement terminate.
217,Condition triggering an action,token-cl3ef1l5x004q296ae6elp9u2,token-cl3ef1l5x004q296ae6elp9u2,time_sensitive_condition_phrase,"if the Closing has not been consummated on or before November 27, 2017; provided "
218,Condition triggering an action,token-cl3ef9u9v000p296a1ygmzaxb,token-cl3ef9u9v000p296a1ygmzaxb,triggering_condition_event,shall fail
219,Condition triggering an action,token-cl3ef9u9v000p296a1ygmzaxb,token-cl3ef9u9v000p296a1ygmzaxb,triggering_condition_event,shall fail
220,Condition triggering an action,token-cl3efeb6l003p296acaikicwl,token-cl3efeb6l003p296acaikicwl,triggering_condition_phrase,upon written notice.
221,Condition triggering an action,token-cl3efh4ia009i296apzsiol42,token-cl3efh4ia009i296apzsiol42,triggering_condition_event,termination
222,Condition triggering an action,token-cl3eg5wkl00j7296ajtncfien,token-cl3eg5wkl00j7296ajtncfien,triggering_condition_event,have occurred.
223,Condition triggering an action,token-cl3ehd1ip00lb296aebtgw2bx,token-cl3ehd1ip00lb296aebtgw2bx,triggering_condition_phrase,if the other party materially breaches this Agreement and does not cure such breach within thirty (30) days after receiving written notice of such breach.
224,Condition triggering an action,token-cl3ehiqdf00of296ay8ci6smt,token-cl3ehiqdf00of296ay8ci6smt,triggering_condition_phrase,"upon written notice,"
225,Condition triggering an action,token-cl3ehhk8s00o6296a3hflq41p,token-cl3ehhk8s00o6296a3hflq41p,triggering_condition_event,institution
226,Condition triggering an action,token-cl3ehh0q500o2296alao3wan6,token-cl3ehh0q500o2296alao3wan6,triggering_condition_event,making an assignment
227,Condition triggering an action,token-cl3ehhr3g00o7296azfwmx160,token-cl3ehhr3g00o7296azfwmx160,triggering_condition_event,dissolution or ceasing
228,Condition triggering an action,token-cl3ehzmgm0151296a3sc6fum4,token-cl3ehzmgm0151296a3sc6fum4,triggering_condition_event,qualifies
229,Condition triggering an action,token-cl3ehzbon0150296asrj33q7g,token-cl3ehzbon0150296asrj33q7g,triggering_condition_event,Customer’s termination 
230,Condition triggering an action,token-cl3ei92ks000f296a800euwzx,token-cl3ei92ks000f296a800euwzx,time_sensitive_condition_event,Closing
231,Condition triggering an action,token-cl3fq6z0z001j296a01t6fjlg,token-cl3fq6z0z001j296a01t6fjlg,triggering_condition_phrase,when there is no asset included in the Trust Fund.
232,Condition triggering an action,token-cl3fqe07800dz296a6jc2w5vj,token-cl3fqe07800dz296a6jc2w5vj,triggering_condition_event,no longer Registrable Securities
233,Condition triggering an action,token-cl3fqkohs00kx296a3tlzdqe6,token-cl3fqkohs00kx296a3tlzdqe6,triggering_condition_event,termination
234,Condition triggering an action,token-cl4o5igys00l4356ftonk5ct0,token-cl4o5igys00l4356ftonk5ct0,triggering_condition_phrase,when all Registrable Securities held by the Holder no longer constitute Registrable Securities.
235,Condition triggering an action,token-cl3fqqm3s004s296a7njwnrx0,token-cl3fqqm3s004s296a7njwnrx0,triggering_condition_event,Termination
236,Condition triggering an action,token-cl3fqvuj1008j296a8g2stlvo,token-cl3fqvuj1008j296a8g2stlvo,time_sensitive_condition_event,Initial Closing
237,Condition triggering an action,token-cl3fr0woo00cc296altudcxh6,token-cl3fr0woo00cc296altudcxh6,triggering_condition_event,termination
238,Condition triggering an action,token-cl3fr8dy200eq296aqy5yqdrf,token-cl3fr8dy200eq296aqy5yqdrf,triggering_condition_event,written notice
239,Condition triggering an action,token-cl3fr7xje00ek296a1e9u06av,token-cl3fr7xje00ek296a1e9u06av,time_sensitive_condition_event,written notice
240,Condition triggering an action,token-cl3frbbbk00jr296a4lftxeqv,token-cl3frbbbk00jr296a4lftxeqv,triggering_condition_phrase,Upon any termination of your employment
241,Condition triggering an action,token-cl3frhhmp00ne296a54v4yrwc,token-cl3frhhmp00ne296a54v4yrwc,modifying_condition_phrase,in accordance with the provisions of Section 23.1 ( Termination ) of the Common Terms Agreement
242,Condition triggering an action,token-cl3frih6y00pc296auxsfi87r,token-cl3frih6y00pc296auxsfi87r,time_sensitive_condition_phrase,"if (a) on the last day of the 12th calendar month following the Second Phase Closing Date if, as of such date, the conditions in Section 4.2 ( Conditions to Initial Advance ) and Section 4.4 ( Conditions to Each Advance ) of the Common Terms Agreement have not been satisfied (or waived as required by the Finance Documents) (or such later date as may be agreed to in writing by all of the Term Lenders) or (b) the Discharge Date with respect to the Senior Debt Obligations under this Agreement has occurred."
243,Condition triggering an action,token-cl3frlof200vu296a3terz47q,token-cl3frlof200vu296a3terz47q,time_sensitive_condition_event, notice 
244,Condition triggering an action,token-cl3froebo0108296a50u5vqfq,token-cl3froebo0108296a50u5vqfq,triggering_condition_event,terminated or reduced
245,Condition triggering an action,token-cl3fry6tf016i296aoks5zto9,token-cl3fry6tf016i296aoks5zto9,triggering_condition_phrase,upon the Final Payout Date.
246,Condition triggering an action,token-cl3fs4cwv018p296az511niyv,token-cl3fs4cwv018p296az511niyv,triggering_condition_phrase,in the event that (i) Borrower or Guarantor has indefeasibly paid Crestmark in cash and in full the Indebtedness and (ii) the Agreement is terminated.
247,Condition triggering an action,token-cl3fs6t7f01c7296aji4l47yb,token-cl3fs6t7f01c7296aji4l47yb,time_sensitive_condition_phrase,"from the earlier of (a) the next scheduled termination date, unless the Board provides the Executive with a notice of non-renewal at least 6 months before the next scheduled termination date, or (b) the effective date of a Change of Control."
248,Condition triggering an action,token-cl3fu0x780045296auelsdut0,token-cl3fu0x780045296auelsdut0,triggering_condition_event,terminates
249,Condition triggering an action,token-cl3fueprf00k1296aq5ys4sz9,token-cl3fueprf00k1296aq5ys4sz9,time_sensitive_condition_phrase,if the Closing has not been consummated on or before the fifth (5 th ) Trading Day following the date hereof
250,Condition triggering an action,token-cl3fultsa00vb296awil3931b,token-cl3fultsa00vb296awil3931b,time_sensitive_condition_phrase,upon the earlier of (a) the Effective Time and (b) the date of termination of the Merger Agreement in accordance with its terms (the “ Expiration Time ”);
251,Condition triggering an action,token-cl3fv45wx000k296ajyttxtuj,token-cl3fv45wx000k296ajyttxtuj,triggering_condition_phrase,"Upon the payment in full of the Secured Obligations and termination of the Security Agreement,"
252,Condition triggering an action,token-cl3fv9xgy004l296agymd6ujy,token-cl3fv9xgy004l296agymd6ujy,triggering_condition_event,signed
253,Condition triggering an action,token-cl3fvbgwn006a296aa7o7g7ct,token-cl3fvbgwn006a296aa7o7g7ct,time_sensitive_condition_event, no longer hold
254,Condition triggering an action,token-cl3fvdh50007z296ai5wc1xng,token-cl3fvdh50007z296ai5wc1xng,triggering_condition_event,terminate
255,Condition triggering an action,token-cl4o71s86017v356fzs7quj4z,token-cl4o71s86017v356fzs7quj4z,triggering_condition_phrase,"Unless expressly provided otherwise herein, in addition to the other termination provisions in this Agreement,"
256,Condition triggering an action,token-cl3fxchvh0002296am03pyml6,token-cl3fxchvh0002296am03pyml6,triggering_condition_phrase,In the event of a Qualifying Termination prior to the earlier of (x) the Vesting Date or (y) a Change in Control (as defined in the Management Agreement): 
257,Condition triggering an action,token-cl3fxchvh0002296am03pyml6,token-cl3fxchvh0002296am03pyml6,triggering_condition_phrase,In the event of a Qualifying Termination prior to the earlier of (x) the Vesting Date or (y) a Change in Control (as defined in the Management Agreement): 
258,Condition triggering an action,token-cl3fxchvh0002296am03pyml6,token-cl3fxchvh0002296am03pyml6,triggering_condition_phrase,In the event of a Qualifying Termination prior to the earlier of (x) the Vesting Date or (y) a Change in Control (as defined in the Management Agreement): 
259,Condition triggering an action,token-cl3fxld7e00a4296a6riy159z,token-cl3fxld7e00a4296a6riy159z,triggering_condition_phrase,"upon the earliest to occur of (i) the mutual written consent of the Company, Kalyx and Holder, (ii) the Effective Time (following the performance of the obligations of the parties hereunder required to be performed at or prior to the Effective Time), and (iii) the date of termination of the Merger Agreement in accordance with its terms."
260,Condition triggering an action,token-cl3fxqtv800gm296a6euim6z7,token-cl3fxqtv800gm296a6euim6z7,time_sensitive_condition_event,Closing
261,Condition triggering an action,token-cl3fxuqwu00kd296atl653rek,token-cl3fxuqwu00kd296atl653rek,time_sensitive_condition_phrase,"if the Closing has not been consummated on or prior to 5:00 P.M., New York City time, on the Outside Date;"
262,Condition triggering an action,token-cl3fy1gmf00ns296a6cngjr69,token-cl3fy1gmf00ns296a6cngjr69,triggering_condition_phrase,"In the event of a termination pursuant to this Section 6.18 ,"
263,Condition triggering an action,token-cl3fy2dch00pc296asesmgu46,token-cl3fy2dch00pc296asesmgu46,triggering_condition_event,termination
264,Condition triggering an action,token-cl3fy5qj400sy296a5ffy0v3w,token-cl3fy5qj400sy296a5ffy0v3w,time_sensitive_condition_phrase,"if the Closing has not been consummated on or before APRIL 30, 2018;"
265,Condition triggering an action,token-cl3fyaa1500ye296acrs5n1cn,token-cl3fyaa1500ye296acrs5n1cn,time_sensitive_condition_phrase,"In the event that, for any reason, the Closing contemplated by this Agreement has not been completed by July 1,  2018,"
266,Condition triggering an action,token-cl3fy9jdl00w8296adntqm3a2,token-cl3fy9jdl00w8296adntqm3a2,triggering_condition_phrase,and unless otherwise extended in writing and signed by the parties hereto
267,Condition triggering an action,token-cl3fyupj90008296anvztf3h1,token-cl3fyupj90008296anvztf3h1,triggering_condition_phrase,"if, as a result of changes in the tax laws , the tax, accounting, or other effects of the continuance of the Plan, or potential payments thereunder, would not be in the best interests of the Bank."
268,Condition triggering an action,token-cl3fz5b77002n296a4wyd2afa,token-cl3fz5b77002n296a4wyd2afa,triggering_condition_phrase,"until the earliest to occur of (i) the Expiration Date, (ii) the Closing and (iii) any delivery of written notice by the Parent to the Stockholder of termination of this Agreement,"
269,Condition triggering an action,token-cl3fz6e8u004k296am7mww5o7,token-cl3fz6e8u004k296am7mww5o7,triggering_condition_phrase,upon the occurrence of the earliest of such events
270,Condition triggering an action,token-cl3fzbj2u008s296akt0tziee,token-cl3fzbj2u008s296akt0tziee,triggering_condition_phrase,"If the Assignor shall pay and discharge all of its obligations under or in connection with the Credit Agreement, the Note and the other relevant Transaction Documents, or is released therefrom in accordance with the terms thereof, or if there is a Total Loss (as such term is defined in the Mortgage) of the Vessel and the Assignor has substituted acceptable collateral for the Vessel in accordance with the Credit Agreement"
271,Condition triggering an action,token-cl3fzbj2u008s296akt0tziee,token-cl3fzbj2u008s296akt0tziee,triggering_condition_phrase,"If the Assignor shall pay and discharge all of its obligations under or in connection with the Credit Agreement, the Note and the other relevant Transaction Documents, or is released therefrom in accordance with the terms thereof, or if there is a Total Loss (as such term is defined in the Mortgage) of the Vessel and the Assignor has substituted acceptable collateral for the Vessel in accordance with the Credit Agreement"
272,Condition triggering an action,token-cl3fzf0hq00m8296azxal0whe,token-cl3fzf0hq00m8296azxal0whe,triggering_condition_event,"termination,"
273,Condition triggering an action,token-cl3fzmcc100pl296atj78pm65,token-cl3fzmcc100pl296atj78pm65,triggering_condition_phrase,"Upon the termination of the Security Agreement in accordance with Section 6.11 thereof,"
274,Condition triggering an action,token-cl3fzqvmz00so296as0uqj148,token-cl3fzqvmz00so296as0uqj148,time_sensitive_condition_phrase,"if the Closing has not been consummated on or before August 25, 2017;"
275,Condition triggering an action,token-cl3fztl0700vv296aq2ygmfrk,token-cl3fztl0700vv296aq2ygmfrk,time_sensitive_condition_phrase,"if the Closing has not been consummated on or before December 31, 2018;"
276,Condition triggering an action,token-cl3fzvndm00yz296ak1q23qgq,token-cl3fzvndm00yz296ak1q23qgq,triggering_condition_event,termination
277,Condition triggering an action,token-cl3g00ovq01a4296a926ggmh7,token-cl3g00ovq01a4296a926ggmh7,triggering_condition_phrase,"upon the earliest to occur of (a) the Effective Time and (b) the termination of the Merger Agreement in accordance with its terms (the date and time at which the earlier of clause (a) and clause (b) occurs being, the “ Expiration Date ”)."
278,Condition triggering an action,token-cl3g040jl01b8296atk1z2jw4,token-cl3g040jl01b8296atk1z2jw4,triggering_condition_phrase,"When all Secured Obligations of any Class have been paid in full (other than contingent expense reimbursement or indemnification obligations), and all commitments of the holders thereof to extend credit that would be Secured Obligations have expired or been terminated and any letters of credit outstanding under the applicable Debt Documents governing such Secured Obligations have (i) expired or (ii) terminated,"
279,Condition triggering an action,token-cl3g0jzp801pl296a5wprduhl,token-cl3g0jzp801pl296a5wprduhl,triggering_condition_event,terminated
280,Condition triggering an action,token-cl3g2m09d000g296ahxsp5bc1,token-cl3g2m09d000g296ahxsp5bc1,triggering_condition_event,material breach
281,Condition triggering an action,token-cl3g2mn150028296a051vd9z9,token-cl3g2mn150028296a051vd9z9,action_phrase,this Agreement shall automatically terminate on the earlier of
282,Condition triggering an action,token-cl3g3lfqm0009296a0gmz54j0,token-cl3g3lfqm0009296a0gmz54j0,triggering_condition_phrase,if the Extension Amendment is not approved.
283,Condition triggering an action,token-cl3g3u6gu004k296agvznybfa,token-cl3g3u6gu004k296agvznybfa,triggering_condition_phrase,"if the Asset Exchange Agreement is validly terminated pursuant to Section 7.01 or 7.02 thereof, without the transactions contemplated thereby having been consummated."
284,Condition triggering an action,token-cl3g3v4wb005x296asqunpauw,token-cl3g3v4wb005x296asqunpauw,triggering_condition_event, termination
285,Condition triggering an action,token-cl3g41v70009b296akxpowb0b,token-cl3g41v70009b296akxpowb0b,triggering_condition_event,termination
286,Condition triggering an action,token-cl3g463e700f9296a2k8sn75q,token-cl3g463e700f9296a2k8sn75q,time_sensitive_condition_phrase,In the event that (i) the Closing Date does not occur on or before the date that is the Outside Date or
287,Condition triggering an action,token-cl3g47kf900ir296allry7226,token-cl3g47kf900ir296allry7226,triggering_condition_event,terminated
288,Condition triggering an action,token-cl3g48ej800kj296a2308ujuy,token-cl3g48ej800kj296a2308ujuy,triggering_condition_phrase,"In the event that the payment of the principal amount of the Stone Notes is accelerated in accordance with Section 602 of the Stone Notes Indenture,"
289,Condition triggering an action,token-cl3g49o3v00ls296anxzoisoa,token-cl3g49o3v00ls296anxzoisoa,triggering_condition_phrase,"In the event that payment of the principal amount of the Bridge Loans is accelerated in accordance with Section 7.02 of the Bridge Loan Agreement,"
290,Condition triggering an action,token-cl3g4iilr00rh296atfhuvgpg,token-cl3g4iilr00rh296atfhuvgpg,triggering_condition_phrase,"until such time as the Obligations arising under the Loan Documents (but, for the avoidance of doubt, excluding any Obligations constituting Banking Services Obligations or Swap Obligations not then due and payable) have been paid in full in cash and performed in full (other than contingent indemnification obligations for which no claims have been made), the Commitments have expired or been terminated and the Credit Agreement has terminated pursuant to its express terms and no commitments of the Administrative Agent or the Secured Parties which would give rise to any Obligations are outstanding."
291,Condition triggering an action,token-cl3g4kxdp00u6296azaji2wsx,token-cl3g4kxdp00u6296azaji2wsx,triggering_condition_phrase,"if, at any time after the termination hereof, any payment of any of the Obligations is rescinded or must otherwise be returned by the Secured Parties upon the insolvency, bankruptcy or reorganization of the Loan Parties or otherwise, all as though such payment had not been made."
292,Condition triggering an action,token-cl3g4pa9r00xl296agrh8no2m,token-cl3g4pa9r00xl296agrh8no2m,triggering_condition_event,termination
293,Condition triggering an action,token-cl3g4pa9r00xl296agrh8no2m,token-cl3g4pa9r00xl296agrh8no2m,triggering_condition_event,termination
294,Condition triggering an action,token-cl3g4ngyh00vo296aj7fep7jx,token-cl3g4ngyh00vo296aj7fep7jx,triggering_condition_event,termination
295,Condition triggering an action,token-cl3g4uc15013q296aiyadv6vi,token-cl3g4uc15013q296aiyadv6vi,time_sensitive_condition_phrase,until five (5) days after it receives written notice of termination from any Loan Guarantor.
296,Condition triggering an action,token-cl3g4zqxn015e296avjo4vv2l,token-cl3g4zqxn015e296avjo4vv2l,triggering_condition_phrase,"Upon the payment in full of all Secured Obligations and termination of the Financing Commitments,"
297,Condition triggering an action,token-cl3g53avq0186296atpx6tiim,token-cl3g53avq0186296atpx6tiim,triggering_condition_event," termination,"
298,Condition triggering an action,token-cl3g54cdi01a4296aewnl6lj5,token-cl3g54cdi01a4296aewnl6lj5,triggering_condition_event,Listing
299,Condition triggering an action,token-cl3g55mjo01dm296axa7qk687,token-cl3g55mjo01dm296axa7qk687,triggering_condition_event,Change of Control
300,Condition triggering an action,token-cl3g5b0y301it296a7vf4ofmc,token-cl3g5b0y301it296a7vf4ofmc,triggering_condition_phrase,until all amounts payable thereunder to the Advisor are paid in full.
301,Condition triggering an action,token-cl3g6m3fz000a296arsw69lqj,token-cl3g6m3fz000a296arsw69lqj,time_sensitive_condition_phrase,if the Closing has not been consummated on or before the fifth Trading Day following the date hereof;
302,Condition triggering an action,token-cl3g6s6kw0002296ahx3m7i2p,token-cl3g6s6kw0002296ahx3m7i2p,time_sensitive_condition_phrase,"upon 60 days’ written notice, by either party."
303,Condition triggering an action,token-cl3g6tr6e003n296aq8hjcr6q,token-cl3g6tr6e003n296aq8hjcr6q,triggering_condition_phrase,in the event that (a) Licensor receives notice of any Third Party Claim arising out of the Company’s use of the Licensed Mark or (b) the Company assigns or attempts to assign or sublicense this Agreement or any of the Company’s rights or duties hereunder without prior consent of Licensor.
304,Condition triggering an action,token-cl3g6x4lm000u296afdnmnsy3,token-cl3g6x4lm000u296afdnmnsy3,triggering_condition_event,material breach
305,Condition triggering an action,token-cl3g6yfo00048296aipfu0clt,token-cl3g6yfo00048296aipfu0clt,triggering_condition_phrase,"on the earlier of (i) the end of the Commitment Period; (ii) the date that the Company sells and the Investor purchases the Commitment Amount; (iii) the date in which the Registration Statement is no longer effective, or (iv) the date that, pursuant to or within the meaning of any Bankruptcy Law, the Company commences a voluntary case or any Person commences a proceeding against the Company, a Custodian is appointed for the Company or for all or substantially all of its property or the Company makes a general assignment for the benefit of its creditors;"
306,Condition triggering an action,token-cl3g72th7008u296a2tmzbvw1,token-cl3g72th7008u296a2tmzbvw1,time_sensitive_condition_phrase,"if the Closing has not been consummated on or before September 24, 2018;"
307,Condition triggering an action,token-cl3g76mn40102296a8qb6jv0h,token-cl3g76mn40102296a8qb6jv0h,triggering_condition_phrase,"At such time as the Debt has been irrevocably paid in full, the commitments of Lenders under the Credit Agreement terminated, and the Credit Agreement terminated,"
308,Condition triggering an action,token-cl3g7c8yf017g296aj32gmo1c,token-cl3g7c8yf017g296aj32gmo1c,triggering_condition_event,delivered
309,Condition triggering an action,token-cl3g7jbfc01bq296a310a63eo,token-cl3g7jbfc01bq296a310a63eo,triggering_condition_phrase,"(a) as they may mutually agree in writing, (b) pursuant to a Termination Notice in accordance with Section 13.2 , (c) pursuant to a Suspension Notice in accordance with Section 14.1 , (d) pursuant to a default in accordance with Section 17.2 or (e) pursuant to Section 3.6(c) "
310,Condition triggering an action,token-cl3g7n4i301dr296ancujr0km,token-cl3g7n4i301dr296ancujr0km,time_sensitive_condition_phrase,until five days after it receives written notice of termination from any Loan Guarantor.
311,Condition triggering an action,token-cl3gk8odl000e296aye68r75t,token-cl3gk8odl000e296aye68r75t,triggering_condition_event,terminated
312,Condition triggering an action,token-cl3gkdz1w002x296aqfvfbpe4,token-cl3gkdz1w002x296aqfvfbpe4,triggering_condition_phrase,"on the date on which all Obligations have been indefeasibly paid or discharged in full and there are no commitments outstanding for Secured Party to advance any funds to the Company, either under the Purchase Agreement, the Transaction Documents or any other Contract."
313,Condition triggering an action,token-cl3gkewzg004m296azw2r66wi,token-cl3gkewzg004m296azw2r66wi,triggering_condition_phrase,"Upon such termination,"
314,Condition triggering an action,token-cl3gkokvz00c0296a9kp1cuei,token-cl3gkokvz00c0296a9kp1cuei,time_sensitive_condition_event,receives written notice
315,Condition triggering an action,token-cl3gkokvz00c0296a9kp1cuei,token-cl3gkokvz00c0296a9kp1cuei,time_sensitive_condition_event,receives written notice
316,Condition triggering an action,token-cl3glh4ym00n7296aafrhmi2x,token-cl3glh4ym00n7296aafrhmi2x,triggering_condition_event,terminated
317,Condition triggering an action,token-cl3glrt3500q9296alx425p9d,token-cl3glrt3500q9296alx425p9d,time_sensitive_condition_phrase,on the date of the taking.
318,Condition triggering an action,token-cl3glxbg300vd296a8ubnwv4h,token-cl3glxbg300vd296a8ubnwv4h,triggering_condition_phrase,"If a material portion of the Premises is taken by condemnation or eminent domain and Tenant determines, in its reasonable judgment, that such taking will have a material adverse effect on Tenant’s ability to use the Premises,"
319,Condition triggering an action,token-cl3gmofkc01ec296awejv6ps6,token-cl3gmofkc01ec296awejv6ps6,time_sensitive_condition_phrase,in the event that the conditions in paragraph 1(b) of this Agreement have not been satisfied within 10 business days after the date hereof.
320,Condition triggering an action,token-cl3gn3s9b01i4296aj6bk56cs,token-cl3gn3s9b01i4296aj6bk56cs,triggering_condition_event,Change in Control
321,Condition triggering an action,token-cl3gn7cjv01tv296ajizh5lgi,token-cl3gn7cjv01tv296ajizh5lgi,triggering_condition_phrase,unless such Termination is: (i) by you other than for Good Reason; (ii) by the Company for Cause or because of your Disability; or (iii) because of your death or attainment of your Retirement Date.
322,Condition triggering an action,token-cl3gnmzr10004296aurvzmook,token-cl3gnmzr10004296aurvzmook,time_sensitive_condition_phrase,"as of the date Participant is no longer providing Services to the Company, its Parent or one of its Subsidiaries (regardless of the reason for such termination and whether or not later found to be invalid or in breach of employment laws in the jurisdiction where Participant is employed or the terms of Participant’s employment agreement, if any) (the “ Termination Date ”)."
323,Condition triggering an action,token-cl3go92eb00b6296a1wati53m,token-cl3go92eb00b6296a1wati53m,time_sensitive_condition_event,exercise
324,Condition triggering an action,token-cl3gon91z002b296arciv5uyj,token-cl3gon91z002b296arciv5uyj,triggering_condition_event,incurs a separation
325,Condition triggering an action,token-cl3gos1xf004u296azt8bj25h,token-cl3gos1xf004u296azt8bj25h,triggering_condition_event,ceased
326,Condition triggering an action,token-cl3gp0nvu00i0296atrzhvr73,token-cl3gp0nvu00i0296atrzhvr73,triggering_condition_event,"is, or becomes, "
327,Condition triggering an action,token-cl3gorxhf004r296asvgo6qb5,token-cl3gorxhf004r296asvgo6qb5,triggering_condition_phrase,"until the Participant has ceased to provide any services as a director or independent contractor for Baxter, its subsidiaries, and any other entity that would be treated as a member of a controlled group that includes Baxter under §414(b) or (c) of the Code (as modified by substituting 50% ownership for 80% for all purposes thereof), without any expectation of the Participant being retained to provide future services as a director or independent contractor;"
328,Condition triggering an action,token-cl3gp74yc000e296adndkb90x,token-cl3gp74yc000e296adndkb90x,triggering_condition_phrase,"when no LC Outstandings exist and when all Loans and other Guaranteed Obligations (other than unasserted indemnity obligations) have been paid in full,"
329,Condition triggering an action,token-cl3gpwwlu000b296agl5hvj13,token-cl3gpwwlu000b296agl5hvj13,triggering_condition_phrase,"Upon termination of the S&O Agreement and the other Transaction Documents and the performance of the obligations thereunder,"
330,Condition triggering an action,token-cl3gpwwlu000b296agl5hvj13,token-cl3gpwwlu000b296agl5hvj13,triggering_condition_phrase,"Upon termination of the S&O Agreement and the other Transaction Documents and the performance of the obligations thereunder,"
331,Condition triggering an action,token-cl3gqa3qr008d296aboj1myb7,token-cl3gqa3qr008d296aboj1myb7,time_sensitive_condition_phrase,"unless by such time the Company both executes and delivers to SunTrust, KeyBank and KBCM this Commitment Letter and the Fee Letter, and pays to STRH and KBCM the Commitment Fee (as defined in the Fee Letter) due and payable upon the execution of the Fee Letter and pays the legal fees and expenses of counsel to SunTrust and STRH in connection with this Commitment Letter, the Term Sheet and the Fee Letter."
332,Condition triggering an action,token-cl3gqcat500cv296apv5gpnyo,token-cl3gqcat500cv296apv5gpnyo,time_sensitive_condition_event,executed and delivered
333,Condition triggering an action,token-cl4o91tsh02n7356fgqz85d7u,token-cl4o91tsh02n7356fgqz85d7u,triggering_condition_phrase,"Furthermore, by acceptance of this Commitment Letter,"
334,Condition triggering an action,token-cl3gqsdn6000b296awkr1j0ut,token-cl3gqsdn6000b296awkr1j0ut,triggering_condition_phrase,"When the Loan is paid in full and the Security Instrument is released or assigned of record,"
335,Condition triggering an action,token-cl3grft6e007z296a0ws9alo4,token-cl3grft6e007z296a0ws9alo4,modifying_condition_event,incurable breach
336,Condition triggering an action,token-cl3grql650047296an8oay9pt,token-cl3grql650047296an8oay9pt,triggering_condition_event,written notice
337,Condition triggering an action,token-cl3greynr007q296a2h23vq49,token-cl3greynr007q296a2h23vq49,triggering_condition_event,breaches
338,Condition triggering an action,token-cl3grzv6d00jl296axp0nac3q,token-cl3grzv6d00jl296axp0nac3q,time_sensitive_condition_event,Closing
339,Condition triggering an action,token-cl3gs2kcj00pu296auk6bfhvf,token-cl3gs2kcj00pu296auk6bfhvf,time_sensitive_condition_event,Closing
340,Condition triggering an action,token-cl3gs41de00te296ay1r0cis3,token-cl3gs41de00te296ay1r0cis3,triggering_condition_phrase,when all Registrable Securities held by such Holder no longer constitute Registrable Securities.
341,Condition triggering an action,token-cl3gsfe2e000f296awvbv83ah,token-cl3gsfe2e000f296awvbv83ah,time_sensitive_condition_event,Closing
342,Condition triggering an action,token-cl3gsig66001p296af5r77t2u,token-cl3gsig66001p296af5r77t2u,time_sensitive_condition_phrase,"If, at any time during the Term, title to all or any part of the Leased Property shall be taken in condemnation, requisition, confiscation, seizure proceedings, by any right of eminent domain or by any conveyance in lieu of or in settlement of a condemnation or eminent domain proceeding by the Government of the United States, the State of California,  the County of San Diego, or any other governmental authority with such jurisdiction and power over the Leased Property (“ Condemnation ”),"
343,Condition triggering an action,token-cl3gsmiwa004m296ag1xccq7m,token-cl3gsmiwa004m296ag1xccq7m,triggering_condition_event,elects
344,Condition triggering an action,token-cl3gssgdn009x296ad9wpfo9s,token-cl3gssgdn009x296ad9wpfo9s,triggering_condition_event,terminates
345,Condition triggering an action,token-cl3gssgdn009x296ad9wpfo9s,token-cl3gssgdn009x296ad9wpfo9s,triggering_condition_event,terminates
346,Condition triggering an action,token-cl3gt4op600u2296a0vujf4a1,token-cl3gt4op600u2296a0vujf4a1,time_sensitive_condition_event, Date of Termination
347,Condition triggering an action,token-cl3gtjd7o000e296alws9g6at,token-cl3gtjd7o000e296alws9g6at,triggering_condition_event,distribution
348,Condition triggering an action,token-cl3gu0q5z00cu296a31n1ytzz,token-cl3gu0q5z00cu296a31n1ytzz,triggering_condition_phrase,by the Fund (x) upon the vote of a majority of the outstanding voting securities of the Fund or (y) upon the vote of the Fund’s Independent Trustees or
349,Condition triggering an action,token-cl3gukd7w000d296akf5xjlqm,token-cl3gukd7w000d296akf5xjlqm,time_sensitive_condition_event,Termination Date
350,Condition triggering an action,token-cl3guy85u00a8296aa7frghpg,token-cl3guy85u00a8296aa7frghpg,triggering_condition_event,termination
351,Condition triggering an action,token-cl3gv586200hq296ay08l915l,token-cl3gv586200hq296ay08l915l,triggering_condition_event,terminated
352,Condition triggering an action,token-cl3gvfwu0000b296arets1b82,token-cl3gvfwu0000b296arets1b82,time_sensitive_condition_event,prior written notice
353,Condition triggering an action,token-cl3gvikkx00fz296agylq6mms,token-cl3gvikkx00fz296agylq6mms,time_sensitive_condition_phrase,"upon at least 30 days’ prior written notice of termination,"
354,Condition triggering an action,token-cl3gvknhg00rm296amwolwpfa,token-cl3gvknhg00rm296amwolwpfa,triggering_condition_event,written notice
